Num,Name,City,City2,City3,City4,Bunnum,Roadadd,X,Y
1,간절곶등대,울산광역시,울주군,서생면,대송리,01월 28일,간절곶1길,129.3606751,35.35902926
2,고인돌공원,전라남도,순천시,송광면,우산리,452,,127.2245669,34.97921209
3,문화관광,서울특별시,중구,남대문로5가,,Sep-63,세종대로,126.9725007,37.55768534
4,삼청동길,서울특별시,종로구,삼청동,,03월 18일,,126.9816585,37.58775478
5,선진전위치료기,광주광역시,북구,문흥동,,1002-4,서하로,126.9213307,35.18551024
6,설악산국립공원설악동탐방지원센터,강원특별자치도,속초시,설악동,,산27,설악산로,128.4936351,38.17265391
7,통영삼도수군통제영,경상남도,통영시,문화동,,62,세병로,128.4230875,34.847752
8,서울영어마을,서울특별시,강북구,수유동,,522,삼각산로,127.0085152,37.63990361
9,창원의집,경상남도,창원시 의창구,사림동,,69,사림로16번길,128.6816031,35.24445531
10,금성관,전라남도,나주시,과원동,,109-5,금성관길,126.7165232,35.033333
11,헤모수불가마,경기도,용인시 수지구,풍덕천동,,742,풍덕천로,127.1015447,37.32683779
12,설성인형마을,충청북도,음성군,원남면,문암리,593,충청대로,127.6241835,36.85401577
13,황기모아황토염색체험장,전라남도,구례군,구례읍,계산리,473-1,하유길,127.4070022,35.19157374
14,원숭이학교,전라북도,부안군,상서면,감교리,505,부안로,126.6713967,35.66803181
15,어린이대공원매표소,서울특별시,광진구,능동,,18,능동로,127.0839363,37.55130576
16,연세대학교신촌캠퍼스매표소,서울특별시,서대문구,신촌동,,134,연세로,126.9418247,37.56399911
17,의림파크랜드,충청북도,제천시,모산동,,235-1,의림지로,128.2085611,37.17517794
18,향나무,서울특별시,종로구,와룡동,,2-71,율곡로,126.9894727,37.57931836
19,팔각정,전라북도,진안군,주천면,대불리,산230-4,,127.4012408,35.97891716
20,염포야영장,전라남도,고흥군,봉래면,외초리,311,우주로,127.4945367,34.43062117
21,내장산관광테마파크,전라북도,정읍시,부전동,,1004,내장산로,126.8956141,35.52578566
22,법천사지,강원특별자치도,원주시,부론면,법천리,666-2,,127.7641179,37.20924866
23,앵남역(폐역),전라남도,화순군,화순읍,앵남리,754-2,지강로,126.9062792,35.05041577
24,김유정역(폐역),강원특별자치도,춘천시,신동면,증리,945-2,김유정로,127.7164586,37.81945418
25,의암역(폐역),강원특별자치도,춘천시,신동면,의암리,153-1,,127.6813117,37.82405904
26,구절리역(폐역),강원특별자치도,정선군,여량면,구절리,290-82,노추산로,128.7281746,37.51693267
27,구룡역(폐역),전라남도,순천시,별량면,구룡리,563-10,,127.4169963,34.84126746
28,진성역(폐역),경상남도,진주시,진성면,구천리,501-2,진성로259번길,128.2271416,35.1611089
29,죽동역(폐역),경상북도,경주시,외동읍,죽동리,292-4,죽동앞길,129.3145316,35.7444568
30,병영성홍교,전라남도,강진군,병영면,성남리,182-3,홍교로,126.8114013,34.72121209
31,대왕교,울산광역시,동구,일산동,,,,129.4447464,35.49155633
32,전망대휴게소,경상남도,남해군,미조면,송정리,산72-5,,128.0523882,34.74485236
33,코오롱휴양소,경상북도,경주시,양남면,수렴리,518,지경길,129.4499392,35.65372013
34,문장대휴게소,경상북도,상주시,화북면,장암리,산33,문장대2길,127.8625869,36.56631228
35,팔왕휴게소,경상북도,문경시,문경읍,상초리,산42-8,새재로,128.0677428,36.7773803
36,함백산관광안내소,강원특별자치도,정선군,고한읍,고한리,산2-140,금대봉길,128.9127803,37.20240662
37,연단굴,충청북도,단양군,대강면,직티리,산1-1,,128.3454128,36.8902449
38,횡성먹거리단지,강원특별자치도,횡성군,횡성읍,곡교리,128-2,,127.9747582,37.46045896
39,옥지기,강원특별자치도,횡성군,서원면,옥계리,921,,127.8657264,37.39954796
40,적벽강,전라북도,부안군,변산면,격포리,산32,,126.4585961,35.63681772
41,신명지,제주특별자치도,제주시,애월읍,봉성리,Feb-70,,126.3146237,33.41878956
42,인천영어마을,인천광역시,서구,당하동,,350-6,원당대로,126.7125736,37.58724486
43,강원특별자치도립화목원,강원특별자치도,춘천시,사농동,,218-5,화목원길,127.7254157,37.92328699
44,동화사관광단지동화사매표소,대구광역시,동구,용수동,,35,동화사1길,128.7002009,35.99192163
45,국립가리왕산자연휴양림매표소,강원특별자치도,정선군,정선읍,회동리,325-2,가리왕산로,128.5754849,37.42224173
46,고씨동굴매표소,강원특별자치도,영월군,김삿갓면,진별리,506-1,영월동로,128.5353961,37.13071918
47,한산도이충무공유적매표소,경상남도,통영시,한산면,두억리,산39,한산일주로,128.473214,34.79311686
48,도리사매표소,경상북도,구미시,해평면,송곡리,398-10,,128.4008327,36.2472196
49,서마니관광농원,강원특별자치도,원주시,신림면,송계리,324-3,송계로,128.1997646,37.29204593
50,조령산자연휴양림조령산매표소,충청북도,괴산군,연풍면,원풍리,산1-1,새재로,128.0433957,36.81288308
51,푸른솔관광농원,강원특별자치도,양구군,양구읍,석현리,08월 08일,소양호로,127.9709375,38.05007399
52,장령산자연휴양림후문매표소,충청북도,옥천군,군서면,금산리,산15-1,장령산로,127.5539033,36.24767602
53,지리산국립공원천은탐방지원센터,전라남도,구례군,광의면,방광리,산1-22,,127.4747397,35.26823727
54,뚝섬한강공원뚝섬안내센터,서울특별시,광진구,자양동,,427-1,강변북로,127.0731192,37.52957544
55,삼천탐방지원센터,서울특별시,은평구,진관동,,산30-5,연서로54길,126.9427036,37.64348259
56,유어선매표소,제주특별자치도,제주시,구좌읍,종달리,478-10,해맞이해안로,126.9110722,33.49726092
57,동산물감귤체험농장,제주특별자치도,서귀포시,성산읍,수산리,1948,서성일로,126.8672266,33.43626012
58,화흥포매표소,전라남도,완도군,완도읍,정도리,산147-2,,126.6798357,34.30512474
59,월출산국립공원도갑분소,전라남도,영암군,군서면,도갑리,산49-8,도갑사로,126.6591124,34.7538889
60,신도선착장신도매표소,인천광역시,옹진군,북도면,신도리,523-48,신도로,126.4395812,37.51618179
61,경주불국사매표소,경상북도,경주시,진현동,,01월 15일,불국로,129.3324367,35.78716999
62,국립칠보산자연휴양림매표소,경상북도,영덕군,병곡면,영리,산214,칠보산길,129.368585,36.62501434
63,순직선원위령탑,부산광역시,영도구,동삼동,,1148,하리동길,129.0833263,35.06588517
64,삼척시어린이과학놀이체험관,강원특별자치도,삼척시,성남동,,168-3,엑스포로,129.1582792,37.43806012
65,죽전로데오거리,경기도,용인시 수지구,죽전동,,887-1,,127.1089415,37.32995242
66,북마산가구거리,경상남도,창원시 마산합포구,중성동,,07월 30일,,128.5730888,35.20868024
67,돌산갓김치체험장,전라남도,여수시,돌산읍,죽포리,496-11,방죽포길,127.789365,34.63716211
68,부대찌개거리,경기도,의정부시,의정부동,,214-12,호국로1309번길,127.0496284,37.74414044
69,춘천명동거리,강원특별자치도,춘천시,중앙로2가,,116,중앙로,127.7276808,37.87973048
70,닭갈비거리,강원특별자치도,춘천시,온의동,,563,,127.717972,37.85915594
71,남산공원남산케이블카,서울특별시,중구,회현동1가,,산1-19,소파로,126.9839744,37.55664812
72,명성관광,전라남도,광양시,광양읍,칠성리,566,인서중앙길,127.5825022,34.97015362
73,동양고속관광,전라북도,익산시,창인동1가,,10월 02일,익산대로,126.9474312,35.94137428
74,뉴삼우관광,전라남도,순천시,장천동,,18-14,장천3길,127.4910567,34.94690209
75,대송학생야영장,울산광역시,울주군,서생면,대송리,195,간절곶1길,129.3576177,35.359503
76,동인천삼치거리,인천광역시,중구,인현동,,5,자유공원로,126.6291455,37.47577533
77,모둘자리힐링체험마을,강원특별자치도,홍천군,서석면,검산리,246,검산길,128.2320107,37.711417
78,예술촌,강원특별자치도,홍천군,서석면,검산리,755-14,구룡령로,128.2152277,37.70410443
79,청일관광농원,강원특별자치도,횡성군,청일면,속실리,518-5,속실길,128.1587553,37.64088563
80,옥수골농원,강원특별자치도,화천군,사내면,광덕리,1133-5,천문대길,127.4428207,38.10306302
81,한국민속촌다모드라마촬영지,경기도,용인시 기흥구,보라동,,35,민속촌로,127.1228563,37.26065399
82,금학산관광농원,강원특별자치도,홍천군,북방면,역전평리,284,팔봉산로,127.7738647,37.71991212
83,매산관광농원,강원특별자치도,원주시,흥업면,매지리,Apr-51,분지동1길,127.927975,37.27838097
84,포항아트타운,경상북도,포항시 북구,환호동,,07월 13일,해안로,129.4081775,36.07329618
85,신당동떡볶이골목,서울특별시,중구,신당동,,233-88,,127.0150482,37.563323
86,해양공원매표소,경상남도,창원시 진해구,명동,,358-1,,128.7196885,35.09536594
87,운암먹거리,대구광역시,북구,구암동,,841-3,,128.5676601,35.93685738
88,압구정로데오거리,서울특별시,강남구,신사동,,668-32,,127.0379837,37.52734422
89,문정로데오거리,서울특별시,송파구,가락동,,107-18,,127.1231963,37.48988264
90,신림동순대골목,서울특별시,관악구,신림동,,1642-8,,126.928485,37.48341514
91,가리봉로데오거리,서울특별시,금천구,가산동,,60-35,,126.8874081,37.47775068
92,인사동거리,서울특별시,종로구,관훈동,,03월 21일,,126.986007,37.57322248
93,장충동족발골목,서울특별시,중구,장충동1가,,62-69,장충단로,127.0058071,37.55990318
94,일산애니골까페촌,경기도,고양시 일산동구,풍동,,1120,애니골길,126.7901046,37.6690295
95,광릉세조와정희왕후매표소,경기도,남양주시,진접읍,부평리,246-4,광릉수목원로,127.1753312,37.74884628
96,선돌,강원특별자치도,영월군,영월읍,방절리,769-4,,128.4334019,37.20566103
97,장통교,서울특별시,중구,삼각동,,6,,126.9856693,37.56836447
98,수표교,서울특별시,종로구,관수동,,150-2,,126.9901211,37.56819468
99,새벽다리,서울특별시,종로구,예지동,,213-1,,127.0002015,37.56932562
100,나래교,서울특별시,종로구,종로5가,,458-1,,127.0045771,37.56965944
101,맑은내다리,서울특별시,종로구,창신동,,436-89,,127.0124335,37.56978707
102,문화의거리,인천광역시,부평구,부평동,,126-10,부평문화로,126.7240447,37.49407209
103,팜스테이펜션,제주특별자치도,서귀포시,호근동,,569-8,,126.5368342,33.2505176
104,임진강폭포어장,경기도,파주시,파평면,덕천리,262,청송로,126.8706046,37.93715954
105,초월면가구거리,경기도,광주시,초월읍,쌍동리,347-7,,127.2967783,37.37533749
106,로데오타운거리,대구광역시,수성구,범어동,,876,,128.6382025,35.85826003
107,달맞이고개,부산광역시,해운대구,중동,,산42-20,달맞이길,129.1822151,35.15758232
108,로데오거리,경기도,고양시 일산동구,장항동,,1492,,126.7697787,37.65992986
109,주왕산국립공원상의매표소,경상북도,청송군,주왕산면,상의리,441-1,,129.1452575,36.39625002
110,태안군관광안내소,충청남도,태안군,남면,당암리,980,천수만로,126.3594307,36.6252066
111,광통교,서울특별시,종로구,서린동,,Mar-43,,126.9810173,37.56902264
112,수원관광안내소,경기도,수원시 팔달구,매산로1가,,18,덕영대로,126.9997496,37.26732363
113,도깨비도로,경기도,의왕시,청계동,,146,,127.0279752,37.39389186
114,진도신비의바닷길,전라남도,진도군,고군면,금계리,1212-8,,126.3482639,34.42307994
115,평촌로데오,경기도,안양시 동안구,평촌동,,Feb-96,,126.9751852,37.39244492
116,한라산국립공원성판악매표소,제주특별자치도,제주시,조천읍,교래리,산137-24,516로,126.6193109,33.38501797
117,설악산국립공원남설악탐방지원센터,강원특별자치도,양양군,서면,오색리,산1-10,,128.4488066,38.0848338
118,지리산국립공원화엄사통제소,전라남도,구례군,마산면,황전리,산20-1,연기암길,127.4904045,35.24549382
119,불광동먹자골목,서울특별시,은평구,불광동,,281-34,불광로,126.9316098,37.61091263
120,모래시계공원,강원특별자치도,강릉시,강동면,정동진리,06월 02일,,129.0381188,37.68690177
121,해신당먹거리골목,강원특별자치도,삼척시,원덕읍,갈남리,440-3,,129.3263737,37.26620666
122,건어물특산물거리,강원특별자치도,삼척시,원덕읍,임원리,125-13,임원항구로,129.3437128,37.22975308
123,먹거리타운,경기도,시흥시,정왕동,,1803-11,군서마을로,126.7408211,37.35014053
124,한주먹자골목,강원특별자치도,춘천시,퇴계동,,997,지석로,127.7398798,37.85024058
125,대둔산도립공원매표소,전라북도,완주군,운주면,산북리,611-53,대둔산공원길,127.3330285,36.11765187
126,무릉계곡매표소,강원특별자치도,동해시,삼화동,,859,삼화로,129.0193914,37.46345446
127,아라리촌,강원특별자치도,정선군,정선읍,애산리,560,애산로,128.6716186,37.37518398
128,화암동굴매표소,강원특별자치도,정선군,화암면,화암리,540,화암동굴길,128.7903858,37.35082183
129,갑곶돈대순교성지,인천광역시,강화군,강화읍,갑곳리,1000,해안동로1366번길,126.5174151,37.7340644
130,지리산국립공원구룡탐방지원센터,전라북도,남원시,주천면,호경리,04월 23일,정령치로,127.4593132,35.38814382
131,대천필랜드,충청남도,보령시,신흑동,,1775-284,대해로,126.5193515,36.30757374
132,불정자연휴양림매표소,경상북도,문경시,불정동,,산71-1,,128.1366929,36.62235487
133,체인지업캠퍼스,경기도,파주시,탄현면,법흥리,1779,얼음실로,126.6998896,37.7843022
134,물의거리,전라북도,부안군,부안읍,봉덕리,574-77,,126.7352314,35.72446028
135,구복예술촌,경상남도,창원시 마산합포구,구산면,구복리,275-21,해양관광로,128.5666089,35.07049767
136,태백산국립공원백단사매표소,강원특별자치도,태백시,혈동,,May-55,백단사길,128.9267349,37.11880867
137,제주돌마을공원,제주특별자치도,제주시,한림읍,금능리,368-2,금능남로,126.2536938,33.35379119
138,세병관,경상남도,통영시,문화동,,62,세병로,128.4230875,34.847752
139,송지호오토캠핑장,강원특별자치도,고성군,죽왕면,오봉리,08월 10일,동해대로,128.5132002,38.34277117
140,연개소문촬영지,경상북도,문경시,가은읍,왕능리,453-1,,128.0669966,36.65537602
141,송정관광안내소,부산광역시,해운대구,송정동,,712-1,송정해변로,129.1996697,35.17943666
142,해장국거리,경상북도,경주시,황오동,,320,쪽샘길,129.216535,35.84072252
143,매운탕단지,경상북도,경주시,안강읍,두류리,137-15,,129.1534212,35.98748524
144,가리왕산관광농원,강원특별자치도,정선군,정선읍,회동리,325,청량길,128.576221,37.42257159
145,아로마허브동산,강원특별자치도,홍천군,화촌면,장평리,1187,,128.0591818,37.75924417
146,한국인삼주마을,경기도,안성시,가사동,,산25-72,,127.2858378,37.01885016
147,사담팜스테이마을,충청북도,괴산군,청천면,사담리,Jan-36,괴산로사담1길,127.8072879,36.62592754
148,선유동계곡,충청북도,괴산군,청천면,관평리,산19-1,,127.8780847,36.68558509
149,사기막골도예촌,경기도,이천시,사음동,,544-23,경충대로,127.4117288,37.29575549
150,안동하회마을민박촌,경상북도,안동시,풍천면,하회리,753,하회종가길,128.518423,36.53925622
151,안면도펜션촌,충청남도,태안군,안면읍,승언리,180,,126.3401011,36.49216269
152,흥정계곡펜션촌,강원특별자치도,평창군,봉평면,흥정리,259-2,,128.3507024,37.63229632
153,반포치킨거리,서울특별시,서초구,반포동,,745-6,주흥길,127.0208284,37.50373308
154,성신여대패션거리,서울특별시,성북구,동선동1가,,85-86,동소문로22길,127.0179481,37.59205538
155,삼각지대구탕골목,서울특별시,용산구,용산동3가,,01월 01일,한강대로62나길,126.9748559,37.53438504
156,의정부가구거리,경기도,의정부시,의정부동,,128-21,태평로,127.0498571,37.73555351
157,마산복요리거리,경상남도,창원시 마산합포구,오동동,,251-50,오동동3길,128.5793067,35.2051763
158,송정떡갈비거리,광주광역시,광산구,송정동,,829-10,,126.7944618,35.13947379
159,자동차용품거리,서울특별시,성동구,용답동,,224-3,,127.0655884,37.56114193
160,명동닭갈비골목,강원특별자치도,춘천시,조양동,,131-3,금강로62번길,127.7279345,37.87937001
161,여주도예촌,경기도,여주시,천송동,,590-2,,127.6484458,37.30290342
162,영산포홍어거리,전라남도,나주시,영산동,,250,,126.711182,35.00039383
163,안면도대하촌,충청남도,태안군,안면읍,창기리,1269-168,,126.316497,36.58505719
164,정읍산외한우거리,전라북도,정읍시,산외면,동곡리,01월 21일,,127.0432684,35.62193404
165,부산해운대모텔촌,부산광역시,해운대구,우동,,1338,구남로,129.1606581,35.16111498
166,율촌문화마을,전라남도,여수시,율촌면,가장리,03-Apr,가장문화길,127.5571855,34.84890867
167,양수리카페촌,경기도,남양주시,화도읍,금남리,525-1,북한강로1376번길,127.3558781,37.63553931
168,곰소젓갈시장,전라북도,부안군,진서면,곰소리,667,곰소6길,126.6059499,35.58708216
169,홍천화로구이촌,강원특별자치도,홍천군,홍천읍,하오안리,628-1,,127.8309195,37.65946574
170,가리산자연휴양림매표소,강원특별자치도,홍천군,두촌면,천현리,776,가리산길,127.9850503,37.86332411
171,산내매표소,경상남도,밀양시,산내면,남명리,06월 20일,얼음골로,128.9778699,35.58031518
172,가지산도립공원얼음골매표소,경상남도,밀양시,산내면,남명리,산3-5,,128.9825724,35.5778545
173,간월자연휴양림매표소,울산광역시,울주군,상북면,등억알프스리,산220-2,등억알프스로,129.0571357,35.56667282
174,강천산군립공원매표소,전라북도,순창군,팔덕면,청계리,산202,,127.0735765,35.41206476
175,고사포해수욕장매표소,전라북도,부안군,변산면,운산리,443-11,,126.5110276,35.66370403
176,구곡폭포매표소,강원특별자치도,춘천시,남산면,강촌리,432,강촌구곡길,127.6158583,37.79703634
177,금강공원매표소,부산광역시,동래구,온천동,,291-1,우장춘로,129.0761383,35.21974262
178,얼음골유원지매표소,충청북도,제천시,수산면,능강리,산49,옥순봉로12길,128.1983551,36.98696544
179,내원사매표소,경상남도,양산시,하북면,용연리,291,내원로,129.0940009,35.444483
180,앞산공원케이블카매표소,대구광역시,남구,봉덕동,,산152-1,앞산순환로,128.5871094,35.82434963
181,마이산도립공원북부매표소,전라북도,진안군,진안읍,단양리,690,,127.4147545,35.76619286
182,모악산도립공원금산사매표소,전라북도,김제시,금산면,금산리,111-29,모악로,127.0444108,35.71850751
183,박달재자연휴양림매표소,충청북도,제천시,백운면,평동리,산71,금봉로,128.0460685,37.14770239
184,내소사매표소,전라북도,부안군,진서면,석포리,산84-1,,126.5893677,35.61220619
185,불영사매표소,경상북도,울진군,금강송면,하원리,130-20,불영사길,129.2773501,36.94278926
186,서오릉매표소,경기도,고양시 덕양구,용두동,,475-95,서오릉로,126.9009322,37.62335822
187,성주봉자연휴양림매표소,경상북도,상주시,은척면,남곡리,산103,,128.0424315,36.53891474
188,소백산국립공원남부지소매표소,경상북도,영주시,풍기읍,수철리,산3-2,,128.4589908,36.90414457
189,부석사매표소,경상북도,영주시,부석면,북지리,163-1,,128.6880722,36.99751288
190,자수정동굴나라매표소,울산광역시,울주군,상북면,등억알프스리,산177-2,자수정로,129.0933084,35.54432764
191,오대산국립공원소금강탐방지원센터,강원특별자치도,강릉시,연곡면,삼산리,Feb-46,,128.7044737,37.81358487
192,용연동굴매표소,강원특별자치도,태백시,화전동,,산47-69,태백로,128.9457703,37.20897438
193,장전계곡매표소,강원특별자치도,평창군,진부면,장전리,산1,장전길,128.564702,37.50075448
194,주왕산국립공원월외탐방지원센터,경상북도,청송군,청송읍,월외리,산38,,129.1159741,36.44158601
195,주전골매표소,강원특별자치도,양양군,서면,오색리,산1-25,약수길,128.4454381,38.07824768
196,중미산자연휴양림제2매표소,경기도,양평군,옥천면,신복리,산201-2,중미산로,127.4594811,37.58360438
197,천동동굴매표소,충청북도,단양군,단양읍,천동리,189,천동2길,128.4202516,36.97242441
198,천은사매표소,강원특별자치도,원주시,귀래면,귀래리,산119-12,,127.8978053,37.22952242
199,천지연폭포매표소,제주특별자치도,서귀포시,서홍동,,666-1,남성중로,126.5596785,33.24473612
200,청량산도립공원매표소,경상북도,봉화군,명호면,북곡리,404-3,,128.8969397,36.78799628
201,최참판댁매표소,경상남도,하동군,악양면,평사리,448-2,평사리길,127.6892586,35.15326863
202,태백산국립공원당골매표소,강원특별자치도,태백시,소도동,,325,천제단길,128.9510767,37.11953522
203,태백산국립공원유일사매표소,강원특별자치도,태백시,혈동,,260-68,태백산로,128.9080514,37.12027936
204,태종대매표소,부산광역시,영도구,동삼동,,산14-1,,129.0811022,35.06152692
205,국립통고산자연휴양림매표소,경상북도,울진군,금강송면,쌍전리,산150-1,불영계곡로,129.191744,36.93370187
206,통도사매표소,경상남도,양산시,하북면,지산리,583,통도사로,129.0807876,35.49384747
207,팔영산자연휴양림매표소,전라남도,고흥군,영남면,우천리,1354-1,팔영로,127.4529844,34.62228098
208,안동하회마을매표소,경상북도,안동시,풍천면,하회리,844-2,하회종가길,128.5230694,36.54079726
209,잠실한강공원잠실지구매표소,서울특별시,송파구,잠실동,,01월 01일,한가람로,127.0779124,37.51792911
210,한라산국립공원영실매표소,제주특별자치도,서귀포시,하원동,,산1-1,영실로,126.4805151,33.34008032
211,화왕산군립공원옥천매표소,경상남도,창녕군,창녕읍,옥천리,1394-45,계성화왕산로,128.551049,35.51888804
212,화왕산군립공원매표소,경상남도,창녕군,창녕읍,말흘리,35,자하곡길,128.5074815,35.5404055
213,횡성자연휴양림매표소,강원특별자치도,횡성군,갑천면,포동리,산40-2,정포로430번길,128.1108938,37.53916273
214,화정영어마을,경기도,안산시 단원구,화정동,,519,꽃우물길,126.8234773,37.35882199
215,서후1리산촌생태마을,경기도,양평군,서종면,서후리,Apr-99,서정로,127.4209428,37.58064077
216,인천서구영어마을,인천광역시,서구,원당동,,555,원당대로,126.7054841,37.59263706
217,대교유람선매표소,경상남도,사천시,대방동,,681-3,,128.0509743,34.93287626
218,문동폭포매표소,경상남도,거제시,문동동,,산72-1,,128.6591739,34.85705346
219,박태성묘,경기도,고양시 덕양구,효자동,,85,북한산로,126.9576903,37.67189447
220,포충사,광주광역시,남구,원산동,,775,포충로,126.84731,35.09058356
221,꾸러기농장,인천광역시,서구,가정동,,01월 05일,,126.6792987,37.5347833
222,충익사,경상남도,의령군,의령읍,중동리,480-28,,128.2600927,35.31513384
223,호롱불마을,전라북도,무주군,설천면,기곡리,300,기곡1길,127.7188152,36.01526783
224,쌍용계곡,경상북도,문경시,농암면,내서리,산17-1,,127.9540182,36.56854661
225,예술의거리,광주광역시,동구,궁동,,78,,126.9186506,35.14990104
226,동원매표소,충청남도,공주시,반포면,학봉리,794-57,동월1길,127.2547565,36.3504844
227,상신매표소,충청남도,공주시,반포면,상신리,364,상하신길,127.2158622,36.3839114
228,서창매표소,전라북도,무주군,적상면,사천리,산144,,127.6737984,35.9502197
229,밤골통제소,경기도,고양시 덕양구,효자동,,산13,북한산로,126.9594741,37.67535421
230,아카데미탐방지원센터,서울특별시,강북구,수유동,,산74-1,4.19로31길,127.0014389,37.64162603
231,북한산둘레길탐방안내센터,서울특별시,강북구,수유동,,산73-1,4.19로28길,127.0028218,37.64325679
232,진관공원지킴터,서울특별시,은평구,진관동,,산34,진관길,126.9435083,37.64051154
233,다도해해상국립공원여수탐방지원센터,전라남도,여수시,돌산읍,율림리,Jan-35,향일암로,127.8015066,34.60022966
234,상관평매표소,충청북도,괴산군,청천면,관평리,5,관평4길,127.925143,36.69152031
235,오대산국립공원진고개탐방지원센터,강원특별자치도,평창군,대관령면,병내리,101,진고개로,128.6110292,37.76660012
236,도갑사매표소,전라남도,영암군,군서면,도갑리,8,도갑사로,126.6610426,34.75382791
237,내원사내원매표소,경상남도,산청군,삼장면,대포리,540-1,대하내원로,127.8160778,35.29596056
238,지리산국립공원성삼재탐방지원센터,전라남도,구례군,산동면,좌사리,산110-16,,127.5112584,35.30552393
239,지리산국립공원백무동탐방지원센터,경상남도,함양군,마천면,강청리,186,백무동로,127.6802214,35.36211332
240,지리산국립공원삼성궁매표소,경상남도,하동군,청암면,묵계리,산320,청학로,127.7051675,35.23805822
241,치악산국립공원금대탐방지원센터,강원특별자치도,원주시,판부면,금대리,1333-4,영원산성길,128.0181316,37.29331916
242,한라산국립공원어리목매표소,제주특별자치도,제주시,해안동,,산220-13,1100로,126.4940964,33.39209963
243,가지산도립공원가지산매표소,경상남도,밀양시,산내면,삼양리,산5-2,,128.995166,35.59227033
244,대둔산도립공원수락지구매표소,충청남도,논산시,벌곡면,수락리,117-1,수락계곡길,127.3047122,36.14379832
245,대둔산도립공원행정지구매표소,충청남도,금산군,진산면,행정리,49,청림동로,127.3378756,36.14751539
246,송광사매표소,전라남도,순천시,송광면,신평리,132,송광사안길,127.2647632,35.00553904
247,천관산도립공원매표소,전라남도,장흥군,관산읍,옥당리,952-1,천관산길,126.935352,34.54876797
248,팔공산매표소,경상북도,경산시,와촌면,대한리,553-9,갓바위로,128.748784,35.98550246
249,은해사매표소,경상북도,영천시,청통면,치일리,479,은해사로,128.7941087,35.9901273
250,대이리군립공원대이리매표소,강원특별자치도,삼척시,신기면,대이리,185-3,,129.0196864,37.32538629
251,용추계곡매표소,경상북도,문경시,가은읍,완장리,410-9,,127.9682451,36.6729936
252,어촌체험상황실,전라남도,해남군,송지면,통호리,151-34,사구미길,126.5806875,34.32145476
253,와인터널,경상북도,청도군,화양읍,송금리,산121,송금길,128.7205434,35.71511661
254,용대리황태마을,강원특별자치도,인제군,북면,용대리,183,,128.3705177,38.22066546
255,강원숲체험장,강원특별자치도,춘천시,서면,오월리,산46-1,납실길,127.6391575,37.96161104
256,원조닭똥집골목,대구광역시,동구,신암동,,1339-39,,128.6190301,35.88252557
257,단양관광안내소,충청북도,단양군,단양읍,고수리,145-12,,128.3759743,36.98656654
258,월미문화의거리,인천광역시,중구,북성동1가,,98-580,월미문화로,126.5964398,37.47117382
259,오천결사대탑,충청남도,부여군,부여읍,동남리,106,,126.9159065,36.26948279
260,북항관광안내소,전라남도,목포시,죽교동,,620-112,북항로,126.367924,34.80308511
261,두물머리,경기도,양평군,양서면,양수리,704-6,,127.3158921,37.53287407
262,패션문화의거리,서울특별시,관악구,신림동,,1431-16,신림로,126.9290764,37.48632956
263,피아노폭포,경기도,남양주시,화도읍,금남리,산47-48,,127.3478384,37.63035901
264,백제문화단지,충청남도,부여군,규암면,합정리,138,백제문로,126.9066031,36.30617866
265,어량마을,전라북도,익산시,망성면,어량리,1285-2,,127.0241654,36.10702204
266,상무지구먹자골목,광주광역시,서구,치평동,,1196,,126.8471224,35.15908269
267,성남영어마을,경기도,성남시 분당구,율동,,200,새마을로,127.158246,37.39285474
268,관광안내소,서울특별시,서대문구,대현동,,121-7,,126.9429328,37.55924974
269,정부과천청사과천식물원,경기도,과천시,중앙동,,02월 04일,홍촌말로,126.9812302,37.42618412
270,피나클랜드,충청남도,아산시,영인면,월선리,346-2,월선길,126.92777,36.87441756
271,왕피천휴양농원,경상북도,울진군,근남면,구산리,1491,왕피천로,129.3464672,36.92860554
272,성령대군묘,경기도,고양시 덕양구,대자동,,산69-1,,126.8817168,37.69997748
273,웅진농원,충청남도,공주시,사곡면,계실리,474,계실길,127.0396893,36.51748979
274,죽도보물섬관광지,충청남도,보령시,남포면,월전리,844-13,,126.5376902,36.27719497
275,원원사지,경상북도,경주시,외동읍,모화리,08월 01일,모화북1길,129.3494106,35.69753533
276,괘릉,경상북도,경주시,외동읍,괘릉리,산17,,129.3202692,35.75975567
277,나비고을예술인촌,전라남도,함평군,함평읍,석성리,200-19,돌머리길,126.4620324,35.08164653
278,영산호관광안내소,전라남도,목포시,옥암동,,538-4,녹색로,126.4389713,34.80391019
279,관광안내소,전라남도,목포시,대양동,,269,영산로,126.4222196,34.83829062
280,패러글라이딩활공장,경상남도,남해군,서면,노구리,산99-2,남서대로2240번길,127.8485274,34.84654394
281,해오름예술촌,경상남도,남해군,삼동면,물건리,565-4,동부대로,128.0491407,34.788655
282,한일여객,충청남도,공주시,월미동,,30,미산길,127.1190178,36.49073237
283,화원관광,전라북도,익산시,창인동2가,,1-248,익산대로,126.9463344,35.93857628
284,종로아구찜골목,서울특별시,종로구,낙원동,,66,삼일대로,126.9882386,37.5731233
285,명월대,제주특별자치도,제주시,한림읍,명월리,1847-3,하운당길,126.2663994,33.388753
286,사주카페골목,서울특별시,서대문구,대현동,,37-33,,126.9454027,37.55802896
287,신천먹자골목,서울특별시,송파구,잠실동,,262,,127.0821234,37.51032229
